discount_pct,unit_price,quantity,order_date,total_amount,customer_id,product_name,pincode,status,rating,order_id,city,category,payment_method,phone,state
null,Rs. 750.00,,09/06/2024,$750.00,CUST_0279 ,Keyboard,,Delivered ,4,ord_0821,  Surat,  Electronics  , Net Banking,09913558468,Gujarat
10%,750.00,473,26-Aug-2023,Rs.750,CUST_0588,Keyboard,N/A,Pend,-1,ORD_0822,DELHI,ELECTRONICS,DEBIT CARD,+91-94925-93607,N/A
-5,450..,19,27-08-2023,-421.65,#REF!,Wireless Mouse,81025,Pending ,4,ORD_0823,"Pune,",ELECTRONICS, Debit Card,919184687285,Maharashtra
,199#,-3,28-Sep-2024,4226.76,CUST_???,Phone Holder (New),82299,shipped,N/A,ord_0824,  Surat,Acce,cod,9228535686,  Gujarat
11,nan,0,24-07-2023,Rs.6375,CUST_0345,Wireless Mouse,643303,Shipp3d,5,ORD_0825,HYDERABAD,electronics,N/A,95365 62769,N/A
,750,N/A,12-02-2023,$0.00,CUST_0400,Keyboard,596116, Returned,0,ORD_0826, Pune ,electronics,Net Banking,99056 97918,N/A
,450.00,13,"Jan 20, 2024",450.00,#REF!,Wireless Mouse,354459,Cancelled,3,ORD_0392,unknown,Electronicss, Credit Card,+91-94625-02375,Gujarat
-5,inf,9999.0,22/04/2023,0.00,CUST_0467 ,Pen Set,N/A, Shipped,N/A,ORD_0827, Bangalore ,Stationerys, UPI,919729138198,karnataka
15,nan,267,"Feb 28, 2024",0.00,CUST_0334,Monitor,,Cancelled,4,ORD_0828,unknown,electronics,Debit Card,93694 34534,Rajasthan
10%,25..,,09-Jul-2023,7800.00,,Sticky Notes,786024,Pendind,5 stars,ORD_0829,unknown,STATIONERY,,+91-91810-72013,
,Rs. 85.00,12,09-07-2023,-1288.94,CUST_0235,Stapler,094015,SHIPPED,Good,ORD_0830,,  Stationery  ,Wallet,9133581239,M@h@r@shtr@
N/A,8500..,18,"Jul 08, 2024",,CUST_0495 ,Monitor,N/A,Retu,Good,ORD_0831,delhi,  Electronics  ,COD,,  Delhi
,$120.00,310,2023-10-23,1103889.60,00266,HDMI Cable,138845,DELIVERED,N/A,ORD_0832,  Jaipur,ELECTRONICS,Debit Card,+91-95112-77623,rajasthan
21.9,35.00,9999,14-08-2024,$350.00,CUST_,Pen Set,N/A, Pending,6,ORD_0833,SURAT,stationery,COD,+91 97220 36392,Gujarat
,2200.0,14.0,25-07-2024,0.00,00352,Bookshelf,128570,Delivered ,Good,ORD_0834 ,pune,Furniture,DEBIT CARD,09146955493,N/A
,Rs. 1200.00,,"Oct 30, 2024",0.00,CUST_???,Laptop Stand,000000,PENDING,Good,ORD_0835,HYDERABAD,  Electronics  ,COD,+91 96422 59981,Telangana
null,75.00,N/A,2024-04-04,749925.00,CUST_,Screen Cleaner,000000,delivered,3,ORD_0690 ,"Chennai,",accessories,N/A,+91 97133 29888,N/A
null,35.00,0,30/07/2023,,,Pen Set,000000,Returned,5 stars,ORD_0836,  Kolkata,STATIONERY,N/A,90965 18666,west bengal
,4500,9999,1673116200,5310.00,00436,Office Chair,420374,Deli,1,ORD_0837, Delhi ,Furniture,,919821323140,Delhi
21.0,4500,5,"Mar 25, 2023",70875.00,CUST_0452 ,Office Chair,224477,Cancelled ,,ORD_0838,ahmedabad,Furnitures, Wallet,919003902406,gujarat
null,8500..,,01-05-2023,144500.00,CUST_???,Monitor,N/A,Canc,0,ORD_0839,  Bangalore,Electronics,,9313004615,Karnataka
,nan,-1,20-07-2024,$559.64,CUST_0320 ,Stapler,N/A,shipped,N/A,ORD_0840,unknown,stationery,,+91 96753 11347,
-5,899.00,,11-Sep-2024,3371.25,CUST_0447,USB Hub,925918,Delivered,5 stars,ord_0841,,Electronics,N/A,+91-92030-21407,  Gujarat
N/A,1800.00,0,1680460200,0.00,CUST_???,Webcam,404840,delivered,Good,ORD_0842,Pune,Elec,N/A,09739524689,Maharashtra
2.8,850#,18,1707417000,"$14,050.50",#REF!,Laptop Bag,512440 ,Shipped,,ord_0843,Kolkata,ACCESSORIES,Wallet,+91 92493 27972,west bengal
-5,nan,11.0,1684434600,-12932.75,CUST_,Laptop Bag,072008,Shipped,Good,ORD_0844,JAIPUR,  Accessories  ,,9974032542,R@j@sth@n
28,8500.00,9999,19/09/2024,"$-4,250.00",CUST_0525,Monitor,035269, Delivered,-1,ORD_0845,Chennai,electronics,Debit Card,919426530841,  Tamil Nadu
16.0,nan,15,2024-03-24,0.00,CUST_,Pen Set,046129,Pending,N/A,ORD_0846,surat,Stationery,Debit Card,+91-99478-20540,
,8500..,12,30-Dec-2024,$0.00,CUST_0520,Monitor,031817,RETURNED,0,ORD_0847,Chennai,  Electronics  ,,98390 66110,Tamil Nadu
null,1200#,9999,"Jul 19, 2023",-392400.00,CUST_0556,Laptop Stand  ,877044,cancelled,,ORD_0848 ,"Hyderabad,",electronics,Wallet,94563 37624,N/A
2,Rs. 35.00,N/A,2023-03-22,367463.25,CUST_0145 ,Pen Set,204645,cancelled,-1,ORD_0849,,Stationery, UPI,+91-95616-02034,
-5,"$8,500.00",4,2023-05-03,8925.00,CUST_???,Monitor,000000,SHIPPED,N/A,ORD_0850,Chennai,  Electronics  ,Net Banking,09221103499,T@mil N@du
22,inf,17,2023-04-22,-150.00,,Screen Cleaner,462665, Pending,Good,ORD_0851,CHENNAI,Acce,NET BANKING,919568627883,Tamil Nadu
10,"$1,800.00",-5,22-11-2023,640800.00,00334,Webcam,72035,Pending ,Good,ORD_0852, Jaipur ,Electronicss,DEBIT CARD,09957823265,R@j@sth@n
null,$85.00,-3,"Jul 15, 2023",-150.45,CUST_,Stapler,088436,PENDING,0,ORD_0853,"Bangalore,",Stat,Wallet,919549924345,karnataka
,1200,15,10/05/2024,984.00,CUST_0375,Laptop Stand,N/A,delivered,N/A,ORD_0854,,Electronics,,9074141739,M@h@r@shtr@
24,inf,0,02/11/2024,20.03,,Sticky Notes (New),21100,Shipped,Good,ORD_0855,Bangalore,stationery,Wallet,9203107344,K@rn@t@k@
19.4,inf,20,11-05-2024,8499150.00,CUST_0381,Laptop Bag,, Shipped,0,ORD_0856,unknown,Accessories,,9988415792,  Rajasthan
10%,1800.00,382.0,"Dec 28, 2024",0.00,CUST_???,"Webcam, Pack of 3",903242 ,pending,2,ORD_0857, Ahmedabad ,Electronicss, Credit Card,+91-93454-30198,Gujarat
150,nan,0,11/08/2024,138.60,CUST_0142,Pen Set,000000,Retu,5 stars,ord_0858,  Surat,STATIONERY,Net Banking,9875180052,
17.4,9800..,19.0,2023-02-17,14504.00,#REF!,Standing Desk,N/A,Cancelled,5 stars,ord_0859,unknown,Furniture,N/A,09981714640,N/A
N/A,Rs. 120.00,7,03/10/2024,141.60,CUST_???,HDMI Cable,000000, Cancelled,,ORD_0860,,  Electronics  , Credit Card,09892638831,R@j@sth@n
150,$85.00,3,2024-08-20,1604.80,00302,Stapler,977233,pending,6,ORD_0861,  Mumbai,STATIONERY,Credit Card,+91-99105-81258,  Maharashtra
14.7,Rs. 8500.00,-5,2023-02-17,33660.00,#REF!,Monitor,536341,RETURNED,5 stars,ORD_0862 ,unknown,Elec,debit card,919096170700,Maharashtra
N/A,750.00,,29/07/2023,14250.00,CUST_0374,Keyboard,735564,SHIPPED,,ORD_0863,"Delhi,",  Electronics  ,Net Banking,98228 15338,delhi
,850.0,11,27-10-2024,0.00,CUST_0579,Laptop Bag,424627 ,Delivered ,6,ORD_0864 ,Delhi,accessories,UPI,919019027974,N/A
-5,"$2,200.00",-3,25/02/2024,21997800.00,CUST_0162,Bookshelf,358678 ,Canc,0,ord_0865, Ahmedabad ,Furniture,NET BANKING,919963788556,
null,85.0,,12-May-2023,0.00,CUST_???,Stapler,026466,Pending ,6,ORD_0866,unknown,STATIONERY,Debit Card,,Maharashtra
28,inf,378,1719858600,0.00,CUST_0395,Notebook,99063,Canc3ll3d,,ORD_0867,bangalore,Stationery,Credit Card,,Karnataka
11,45.00,9999,"Feb 24, 2023",0.00,CUST_0117,Notebook,070722, Cancelled,6,ORD_0868 ,"Chennai,",Stat,N/A,9238609766,T@mil N@du
150,2200#,-4,1709490600,-13200.00,CUST_0108,Bookshelf,279875,Shipped,6,ORD_0869,"Mumbai,",furniture,upi,,M@h@r@shtr@
18,nan,6,"Oct 17, 2024",Rs.9450,CUST_0294,Office Chair,,Delivered ,5 stars,ORD_0870,PUNE,  Furniture  ,N/A,9900893569,  Maharashtra
null,1200..,11,30-09-2024,Rs.1153,#REF!,Laptop Stand,164493,Shipped,N/A,ord_0871,"Bangalore,",Electronics, COD,9202557675,Karnataka
N/A,25.00,-5,2023-02-08,249975.00,CUST_???,Sticky Notes,,Pending,N/A,ORD_0872,pune,Stationerys,cod,9290420400,  Maharashtra
30.8,Rs. 199.00,18,30/07/2024,0.00,CUST_0270 ,Phone Holder  ,N/A,R3turn3d,0,ord_0136,  Kolkata,Accessories,Debit Card,+91-93358-12490,  West Bengal
,nan,264,1733941800,3230.00,CUST_???,Laptop Bag,177110, Shipped,-1,ORD_0873,  Jaipur,Accessoriess, Credit Card,9309552418,Rajasthan
30,85.00,,05-05-2023,0.00,CUST_0466,Stapler,N/A,Delivered,Good,ORD_0874,CHENNAI,Stationery, Debit Card,9003227810,
-5,nan,0,"Jul 10, 2024","$11,520.00",#REF!,Keyboard,128797,Cancelled,Good,ORD_0875 ,"Pune,",ELECTRONICS, Debit Card,09240847884,  Maharashtra
N/A,45.0,13,2023-07-15,0.00,CUST_,Notebook,969448 , Shipped,N/A,ORD_0876,DELHI,  Stationery  ,N/A,919343613802,N/A
8,nan,-5,1688581800,0.00,CUST_0127,Office Chair,N/A,Ship,6,ORD_0877,,furniture,WALLET,9736709684,M@h@r@shtr@
null,Rs. 85.00,N/A,12-09-2023,$0.00,CUST_,Stapler,N/A,RETURNED,2,ORD_0878,Mumbai,Stat, Credit Card,93956 34062,maharashtra
null,nan,9999,25/01/2023,Rs.27200,CUST_,Monitor,000000,Shipped,5,ORD_0879,,Electronics,,919863726140,Telangana
null,1800..,-3,12/04/2023,"$1,584.00",CUST_???,Webcam,11298,SHIPPED,5,ORD_0880,JAIPUR,Electronics,,+91 92812 92640,rajasthan
150,inf,320,07/01/2024,,CUST_0105,Monitor,,Delivered ,5 stars,ORD_0881 ,Surat,ELECTRONICS,N/A,09646439547,Gujarat
null,45#,17,"Dec 07, 2024",Rs.236,CUST_0289,Notebook,257149 ,Returned,-1,ord_0882,,  Stationery  ,N/A,919029348858,Delhi
150,8500.0,375.0,19-Sep-2023,34000.00,CUST_0497,Monitor,, Cancelled,N/A,ORD_0883,kolkata,  Electronics  ,,90620 61464,
-5,Rs. 85.00,9999,21/10/2023,1249.50,CUST_0315,Stapler - Imported,88789,PENDING,5 stars,ORD_0884,pune,Stat,,,N/A
15.7,$899.00,,1723141800,Rs.15283,00368,USB Hub,22461,P3nding,5,ORD_0885,AHMEDABAD,ELECTRONICS,DEBIT CARD,9454878952,Guj@r@t
9.3,Rs. 45.00,-4,03/08/2023,$0.00,#REF!,Notebook,135459,returned,N/A,ORD_0886,,Stationery,N/A,9527851473,Delhi
10%,Rs. 2200.00,,05/05/2023,Rs.29583,CUST_???,Bookshelf,688582,Ship,,ord_0887,SURAT,furniture, Credit Card,92622 47918,Guj@r@t
,inf,-2,2023-06-22,-47.25,CUST_0247,Notebook,768087 ,Shipped ,3,ORD_0888,,Stationerys,UPI,96149 83912,delhi
10%,120.0,63,1705429800,1199880.00,,HDMI Cable,064166,Shipped ,0,ORD_0889,BANGALORE,ELECTRONICS,Net Banking,+91 96308 90666,K@rn@t@k@
10%,199#,9999,1719513000,84177.00,#REF!,Phone Holder,000000,delivered,4,ORD_0890 ,  Kolkata,ACCESSORIES,N/A,09764925997,
12.8,Rs. 1200.00,-5,17-Jun-2024,Rs.1200,CUST_0232,Laptop Stand,,cancelled,0,ORD_0891,"Delhi,",electronics,UPI,919156560180,  Delhi
5,650..,0,17/02/2023,-630.50,#REF!,Desk Lamp,086339,D3liv3r3d,Good,ord_0892,kolkata,Electronicss,N/A,919458112705,N/A
12.8,Rs. 1200.00,-5,17-Jun-2024,Rs.1200,CUST_0232,Laptop Stand,,cancelled,0,ORD_0891,"Delhi,",electronics,UPI,919156560180_dup,  Delhi
12,nan,N/A,"Aug 31, 2023",186200.00,#REF!,Standing Desk,000000,Delivered,5,ORD_0893,kolkata,  Furniture  , UPI,+91-94856-13179,West Beng@l
12.5,inf,9999.0,26/02/2024,6390.00,CUST_0308,Notebook,, Delivered,N/A,ORD_0894,surat,Stationerys,UPI,,Guj@r@t
150,120#,,21-12-2024,"$887,911.20",CUST_0214,HDMI Cable,000000,cancelled,6,ORD_0895 ,unknown,electronics,COD,+91 95339 62181,  Maharashtra
23,120#,2,19-02-2023,,CUST_0544,HDMI Cable,N/A,RETURNED,4,ORD_0896,  Ahmedabad,Elec,UPI,919989579083,  Gujarat
12,8500.00,N/A,1697653800,1381590.00,,Monitor,399033,PENDING,3,ORD_0897,unknown,Elec,N/A,09699365520,
26.5,750..,8,2023-06-14,5924407.50,CUST_,Keyboard,157953,cancelled,3,ORD_0898,unknown,Elec, UPI,09997995869,  Rajasthan
10%,75.00,14,11/07/2024,$225.00,,Screen Cleaner,198793,Canc,-1,ORD_0114 ,unknown,Accessoriess,Wallet,919550735461,Gujarat
14,750..,481,12-06-2023,-134250.00,CUST_0565,Keyboard,N/A,delivered,,ORD_0899 ,,electronics, Net Banking,09457048138,N/A
150,$75.00,,11-10-2024,-1039.50,CUST_0248,Screen Cleaner,044777,Returned,6,ord_0900,,Accessories, UPI,+91-94643-26417,Gujarat
-5,nan,190.0,"Jul 08, 2023",3918.78,CUST_0160 ,Office Chair,,Cancelled,N/A,ORD_0901, Jaipur ,Furn,NET BANKING,9733027889,
10%,35.0,,2023-10-12,53.90,CUST_0551 ,Pen Set,,Ship,Good,ORD_0902,,Stationery,UPI,+91 96901 30267,West Bengal
9,450#,9999,01-12-2024,900.00,CUST_???,Wireless Mouse,312764 ,Deli,6,ORD_0903,unknown,ELECTRONICS,cod,,karnataka
3,4500,,11-Nov-2023,0.00,CUST_0551 ,Office Chair,234141 ,shipped,0,ord_0904,unknown,Furnitures,Wallet,09346949683,Gujarat
,2200,9999,19-10-2023,0.00,CUST_0536 ,Bookshelf,246917,Returned,N/A,ORD_0905,unknown,furniture,NET BANKING,,M@h@r@shtr@
null,8500.00,N/A,2024-10-07,71400.00,#REF!,Monitor,,Cancelled,5 stars,ORD_0906 ,MUMBAI,electronics,UPI,9061765849,Maharashtra
N/A,75.0,10,13-06-2023,0.00,CUST_,Screen Cleaner,054941,R3turn3d,,ORD_0907,,accessories, Net Banking,90290 78640,M@h@r@shtr@
10%,85#,19,21-11-2024,"$34,935.00",CUST_,Stapler,N/A,Delivered,Good,ORD_0908,  Hyderabad,Stationery,net banking,09064112271,telangana
-5,85.0,9999.0,"Jun 16, 2024",-637.50,CUST_0460,Stapler,000000,Cancelled,,ORD_0909,Pune,Stat,N/A,+91-90753-26313,maharashtra
14,120,20,"Aug 02, 2023",-0.00,CUST_,HDMI Cable,000000,delivered,6,ORD_0910,unknown,Electronics,Net Banking,9841385783,N/A
28.5,35.0,,30-07-2023,-32.90,CUST_0205,Pen Set,851516,Shipp3d,Good,ORD_0911,  Mumbai,  Stationery  ,cod,9962409980,maharashtra
-5,nan,2,02/07/2023,0.00,CUST_0195,Pen Set - Imported,933929,Cancelled ,3,ORD_0912,ahmedabad,Stationerys,Debit Card,919056614513,  Gujarat
-5,nan,8,28/04/2024,31152.00,CUST_0380,Bookshelf,N/A,D3liv3r3d,6,ORD_0913,ahmedabad,  Furniture  ,,919225780021,Guj@r@t
,120.00,-1,"Mar 24, 2024",-1020.00,CUST_0151,HDMI Cable,15570,Cancelled ,4,ORD_0914,,electronics,,95072 68179,R@j@sth@n
null,75..,463,2023-07-05,-787421.25,00442,Screen Cleaner,N/A,returned,6,ORD_0915,mumbai,  Accessories  ,N/A,09567424564,N/A
3.5,199.0,N/A,03-Dec-2024,,#REF!,Phone Holder,332601,P3nding,-1,ord_0916,Surat,  Accessories  ,Debit Card,,
,inf,9999,10-Dec-2024,0.00,CUST_,Standing Desk,95517,RETURNED,-1,ORD_0917,hyderabad,Furniture,net banking,,  Telangana
null,750,-4,1689791400,562.50,CUST_???,Keyboard,845177 ,D3liv3r3d,0,ORD_0918,AHMEDABAD,  Electronics  ,Wallet,919618142989,gujarat
10%,inf,N/A,"Jun 08, 2024",-29400.00,CUST_0382 ,Standing Desk,647691,RETURNED,5 stars,ORD_0919,unknown,Furn,N/A,+91 91467 29784,  Maharashtra
150,2200.0,9999,27-May-2023,"$8,800.00",#REF!,Bookshelf,, Shipped,3,ord_0920,bangalore,  Furniture  ,Net Banking,+91-98309-12514,N/A
null,inf,9999,21-May-2024,0.00,CUST_0303 ,Stapler,622729 ,R3turn3d,Good,ORD_0921 ,CHENNAI,Stat,Net Banking,+91 93601 55145,Tamil Nadu
-5,850.0,N/A,"Nov 17, 2024",136790.50,00589,Laptop Bag,821314,Returned ,Good,ORD_0922,delhi,  Accessories  ,Credit Card,+91 93887 18870,delhi
,Rs. 9800.00,11,1693852200,123480.00,CUST_0374,Standing Desk,902843 , Cancelled,-1,ORD_0923 ,chennai,  Furniture  ,,92744 83599,N/A
-5,850#,-1,18-06-2024,82450.00,,Laptop Bag,352176,returned,3,ORD_0924,  Chennai,Accessories,cod,+91 90146 01792,  Tamil Nadu
150,9800.00,0,13/08/2024,134064.00,,Standing Desk,,Cancelled ,5 stars,ord_0925,  Kolkata,furniture, Wallet,09183909027,
N/A,120.0,10,"Jun 06, 2023",0.00,CUST_0346,HDMI Cable,562284,shipped,N/A,ord_0926,unknown,Elec,Wallet,09735032262,N/A
4,inf,-1,07-Jul-2023,33150.00,CUST_0190,Monitor,270117 ,Deli,5,ORD_0927,hyderabad,Elec,cod,,Telangana
10%,1800#,9999,08/08/2024,16477.99,,Webcam,610162,Cancelled,5 stars,ord_0928,SURAT,  Electronics  ,N/A,919885585887,Gujarat
22.0,85#,0,1680978600,85.00,#REF!,Stapler,524994,Pend,3,ORD_0929 , Jaipur ,Stat,,+91 91065 27410,R@j@sth@n
-5,75.00,,17/03/2023,315.00,CUST_???,Screen Cleaner,73134, Cancelled,0,ORD_0930,unknown,Accessoriess, UPI,9487458259,N/A
21,35.00,3.0,27-08-2024,Rs.-18,CUST_,Pen Set,081283,Shipped ,5,ORD_0931 ,BANGALORE,stationery,,92805 55199,  Karnataka
23,899#,19,01-03-2023,,CUST_,USB Hub,295555,RETURNED,-1,ORD_0932,unknown,Elec,CREDIT CARD,9677167416,telangana
20.3,35,9,16-Oct-2024,"$293,970.60",CUST_0119 ,Pen Set,793085,Returned,,ord_0933,unknown,Stationerys,UPI,95139 94036,N/A
null,"$8,500.00",8,"Jan 05, 2024",78192180.00,,Monitor,864675,Returned,N/A,ORD_0934 ,delhi,electronics,N/A,9453589037,N/A
150,$45.00,4,28/04/2023,$45.00,CUST_0292,Notebook,234784, Returned,2,ORD_0935, Jaipur ,Stationerys,Wallet,93379 92899,R@j@sth@n
null,45#,,2023-01-23,45.00,,Notebook,171565,Canc3ll3d,-1,ORD_0936,  Delhi,Stat, COD,94182 66130,
7,35#,9999,24/05/2023,17.50,CUST_0344,Pen Set (New),,Pending,5,ord_0937,,Stationerys,UPI,,karnataka
,45#,175,"Sep 03, 2024",0.00,CUST_,Notebook (New),,Pend,-1,ORD_0938,,STATIONERY,credit card,09539659375,N/A
N/A,$75.00,-2,1715538600,1290.00,CUST_,Screen Cleaner,000000,returned,,ORD_0939, Pune ,Accessories,N/A,,
150,750.0,3,06-01-2024,585.00,CUST_0245,Keyboard,499000,cancelled,0,ORD_0940 ,  Delhi,ELECTRONICS,UPI,+91 94238 81637,  Delhi
27,199#,4,30/11/2024,$0.00,CUST_0169,Phone Holder,298811,Cancelled,6,ord_0941,  Chennai,  Accessories  ,Wallet,9812111393,N/A
null,8500..,N/A,1711045800,3680500.00,CUST_0235,Monitor,000000, Shipped,5 stars,ORD_0942 ,Jaipur,electronics,COD,92852 38397,Rajasthan
150,9800#,-2,"Mar 22, 2024","$27,988.80",CUST_???,Standing Desk,,Cancelled,6,ord_0943,,furniture,upi,09710284415,Guj@r@t
10%,Rs. 25.00,0,08/03/2023,"$-124,987.50",#REF!,Sticky Notes,385461,DELIVERED,N/A,ORD_0944,unknown,stationery,credit card,09674755154,Tamil Nadu
4,inf,4,"Apr 15, 2024",2535.00,#REF!,Desk Lamp,71477, Delivered,6,ord_0945,unknown,  Electronics  , Credit Card,+91 90771 16165,
11,8500.0,0,26-Jan-2023,Rs.34000,#REF!,Monitor,50275,Canc3ll3d,,ORD_0946, Surat ,Elec,Wallet,+91-97622-69105,Gujarat
150,inf,N/A,"May 24, 2024",700.00,CUST_,Pen Set,751834,Delivered ,6,ORD_0947,"Delhi,",Stat,NET BANKING,9672037475,N/A
1,9800.00,14,13-11-2023,0.00,CUST_0454,Standing Desk,674092,P3nding,2,ORD_0948,DELHI,  Furniture  ,Debit Card,09883849343,  Delhi
10%,4500,0,"Aug 24, 2023",Rs.0,CUST_0207 ,Office Chair,,Shipped,5,ORD_0949,Bangalore,  Furniture  ,COD,+91 93484 05953,N/A
null,750,N/A,15-12-2023,,CUST_0566,Keyboard,023540,SHIPPED,5 stars,ORD_0950 ,unknown,  Electronics  ,N/A,94792 21654,Maharashtra
null,1200#,4,1715711400,0.00,CUST_0128,Laptop Stand,N/A,shipped,1,ORD_0951,HYDERABAD,Elec,N/A,09010696453,N/A
-5,85,N/A,15-Nov-2024,Rs.85,CUST_0291,Stapler,000000, Returned,Good,ORD_0952,,stationery,,+91-95424-77965,M@h@r@shtr@
null,2200,N/A,07-07-2024,"$-10,998,900.00",CUST_???,Bookshelf,50885,Delivered,4,ORD_0953,unknown,Furnitures, Debit Card,+91 95025 29698,
10%,nan,0,"Mar 26, 2023",120.00,,HDMI Cable,669969,RETURNED,2,ORD_0954,Mumbai,Electronicss,WALLET,09372347175,Maharashtra
N/A,85..,9999,02-07-2024,1346.40,#REF!,Stapler,000000,Cancelled,3,ORD_0955,bangalore,STATIONERY,UPI,+91-91617-97497,Karnataka
13,nan,,26-May-2024,35.00,CUST_0334 ,Pen Set,000000,cancelled,0,ORD_0956,Kolkata,STATIONERY,,+91 93885 83006,West Beng@l
null,1800,131,2024-04-15,-9450.00,CUST_0496,Webcam,000000,Cancelled,-1,ORD_0568,unknown,Electronics, Wallet,,West Bengal
-5,35.00,N/A,2023-07-28,41.30,CUST_0262,Pen Set,000000,Cancelled ,4,ORD_0957, Jaipur ,  Stationery  ,N/A,,N/A
10%,1800,-3,2023-11-04,4248.00,CUST_0456,Webcam,839383 , Pending,5 stars,ORD_0958 ,Delhi,electronics,N/A,9582113204,  Delhi
29,2200.0,18,26-Feb-2023,2200.00,,Bookshelf,569972, Pending,5,ORD_0959,"Mumbai,",Furn,Credit Card,09249372875,Maharashtra
10%,Rs. 850.00,4,1726770600,Rs.3868,00208,Laptop Bag,N/A, Shipped,5 stars,ORD_0960 ,,  Accessories  ,N/A,+91-92180-24881,Tel@ng@n@
150,2200..,2,2023-05-07,25957404.00,CUST_0145 ,Bookshelf,N/A,Shipped,3,ORD_0961,KOLKATA,Furn,COD,09271304496,
N/A,199.0,0,20-12-2023,0.00,CUST_0566,Phone Holder,000000,cancelled,6,ORD_0962, Chennai ,ACCESSORIES, Wallet,09034351901,N/A
13,750.00,17,1674757800,-2280.00,CUST_,Keyboard,071240,SHIPPED,Good,ORD_0963, Bangalore ,electronics, Wallet,9999270668,K@rn@t@k@
150,2200.00,3,2024-07-14,"$1,680.80",CUST_0504 ,Bookshelf,20618,Pending ,2,ORD_0964,CHENNAI,  Furniture  ,UPI,9971746555,  Tamil Nadu
29,Rs. 120.00,9999,2023-02-21,604.80,,HDMI Cable,000000,R3turn3d,6,ORD_0965,kolkata,electronics,N/A,+91 90818 68351,West Beng@l
N/A,25.0,9999,"Feb 27, 2024",133.28,CUST_0118,Sticky Notes,,RETURNED,-1,ord_0966,"Jaipur,",STATIONERY, UPI,+91 96034 46192,  Rajasthan
,,,,,,,,,,,,,,,
N/A,9800#,135,2023-12-05,176400.00,,Standing Desk,015837,Cancelled ,6,ORD_0967 ,Pune,furniture,WALLET,919154204403,  Maharashtra
10%,2200,0,2023-12-05,484000.00,00241,Bookshelf,404112 ,Delivered ,1,ORD_0968 ,"Ahmedabad,",  Furniture  ,wallet,+91 92601 16875,Gujarat
10%,1800,N/A,"Apr 06, 2024",0.00,CUST_,Webcam (New),82029,Shipped ,5 stars,ORD_0969,"Bangalore,",  Electronics  ,Wallet,+91-99243-85116,Karnataka
,2200..,0,"Nov 15, 2024",$0.00,,Bookshelf,040356,SHIPPED,6,ORD_0970, Chennai ,Furnitures,CREDIT CARD,9305549590,tamil nadu
3,75,4,"Mar 26, 2024",1228.50,#REF!,Screen Cleaner,76015,Delivered,N/A,ORD_0971,bangalore,Accessories,,96175 98018,Karnataka
29,85#,12,16/01/2023,395.25,CUST_0186,Stapler,054001, Cancelled,6,ord_0972,,STATIONERY,Wallet,+91 98681 89578,Maharashtra
,1800,6,1689705000,,00274,Webcam,000000,D3liv3r3d,2,ORD_0973,delhi,Elec,CREDIT CARD,09468016489,
7,1800..,,02-04-2024,-0.00,CUST_,Webcam,339067,Returned,-1,ORD_0974 ,,Elec, Net Banking,,Karnataka
150,nan,18.0,03/12/2024,0.00,CUST_0563,Laptop Stand,047828,PENDING,3,ORD_0975,hyderabad,  Electronics  ,Debit Card,+91-96908-46118,Tel@ng@n@
-5,450#,N/A,20-Oct-2024,8100.00,CUST_0220,Wireless Mouse,654956 ,cancelled,5 stars,ORD_0976,Ahmedabad,  Electronics  ,Net Banking,+91 94221 05226,gujarat
10%,inf,N/A,24/07/2023,0.00,CUST_,Stapler,000000,D3liv3r3d,6,ORD_0977 ,unknown,STATIONERY,,95648 95040,telangana
-5,8500.00,0,1724092200,94783.50,00474,Monitor,965990 , Pending,-1,ord_0978,  Jaipur,ELECTRONICS,Net Banking,97458 31308,
6,120,-4,1734805800,120.00,00423,HDMI Cable,80228,Retu,6,ORD_0979,unknown,Elec,wallet,9306910567,  Maharashtra
N/A,35,459,2023-12-13,630.00,CUST_,Pen Set (New),N/A,SHIPPED,0,ORD_0980,unknown,stationery,N/A,919346361375,Gujarat
27,inf,15,17-02-2023,45.00,CUST_,Notebook,63321,Cancelled ,1,ORD_0981, Pune ,stationery,N/A,+91-93850-99875,  Maharashtra
N/A,inf,N/A,"Feb 24, 2023",1060.82,#REF!,USB Hub,990290,Shipped,Good,ord_0982,Chennai,Electronicss,COD,09090098042,  Tamil Nadu
null,120..,138,20-05-2024,120.00,CUST_???,HDMI Cable,986455 ,RETURNED,0,ORD_0983,MUMBAI,Elec,UPI,99966 93245,  Maharashtra
10%,1200.0,,"Apr 16, 2024",-4680.00,#REF!,Laptop Stand,000000,Pendind,4,ORD_0984,mumbai,Electronicss,N/A,9681676567,M@h@r@shtr@
20.2,85#,7,17/11/2024,,00220,Stapler  ,68774,shipped,5 stars,ORD_0985,"Jaipur,",Stationerys,,9257162082,  Rajasthan
10%,899.0,,08-03-2024,,#REF!,USB Hub,N/A,shipped,Good,ord_0986,unknown,Elec, Credit Card,09711497008,Gujarat
17,inf,9999,1727893800,,CUST_0355,Monitor,,Delivered,N/A,ORD_0987, Mumbai ,Elec,N/A,09461878115,maharashtra
null,inf,0,2023-10-23,41800.00,CUST_,Bookshelf,,Returned ,,ORD_0988 ,,FURNITURE,net banking,97753 16608,N/A
150,8500.00,17,12-12-2023,-62806.50,CUST_0205,Monitor,43757,Cancelled ,5,ORD_0989 ,Ahmedabad,  Electronics  ,N/A,9029336396,  Gujarat
